New Site Code,Asset Number,Catchment, Action Number,Site Number ,Waterway Action Plan ,Landholder,Contact,Action Summary ,Action ,Priority in WAP,Numeric Priority (Based on WAP),Lead Agency,Easting GDA 94 (start of works only),Northing GDA 94  (start of works only), Cost Estimate of Works , Actual Cost of Works , Status ,Inpsected ,Comments,Unnamed: 20,Unnamed: 21
WAP_2025_08_00105,,Reach 5,5.12,Unknown,Glendhu Creek WAP 2004,Unknown,Null,Alignment training to protect redgum,Stability,Medium,2,,683458,5892877,"$12,000.00",$-,Unknown,,,,
WAP_2025_08_00106,,Reach 5,5.13,Unknown,Glendhu Creek WAP 2004,Jack Start,Null,Rock breaching to protect eroding bank,Stability,High,3,WCMA,683458,5892877,"$1,050.00",$-,Defered,,,,
WAP_2025_08_00107,,Reach 5,5.14,Unknown,Glendhu Creek WAP 2004,Jack Start,Null,Rock breaching to protect eroding bank,Stability,High,3,WCMA,683361,5892879,"$1,750.00",$-,Defered,,,,
WAP_2025_08_00108,,Reach 5,5.15,Unknown,Glendhu Creek WAP 2004,Jack Start,Null,Alignment training left and right bank,Stability,High,3,WCMA,683361,5892773,"$15,000.00",$-,Defered,,,,
WAP_2025_08_00109,,Reach 5,5.16,Unknown,Glendhu Creek WAP 2004,Jack Start,Null,Rock breaching to protect eroding left and right banks,Stability,High,3,WCMA,683069,5892772,"$2,800.00",$-,Defered,,,,
WAP_2025_08_00110,,Reach 5,5.17,Unknown,Glendhu Creek WAP 2004,Peter Mathews,Null,"Install grade control structure in road reserve, immediately downstream of bridge",Stability,High,3,WCMA,682748,5892800,"$20,000.00",$-,Defered,,"Landowner: D. Shaws - should try to negotiate one project on his land valued at $40,000. Upstream issues dominating catchment",,
WAP_2025_08_00111,,Reach 5,5.17,Unknown,Glendhu Creek WAP 2004,Unknown,Null,"Install grade control structure in road reserve, immediately downstream of bridge",Stability,High,3,WCMA,682748,5892800,"$20,000.00",$-,Completed,,,,
WAP_2025_08_00112,,Reach 5,5.18,Unknown,Glendhu Creek WAP 2004,Unknown,Null,Undertake Longitudinal and cross section survey of main channel,Survey,High,3,,Null,Null,Survey included as part of entire Glendhu Creek survey,$-,Unknown,,,,
WAP_2025_08_00113,,Reach 5,5.19,Unknown,Glendhu Creek WAP 2004,David Shaw,5354 9227,Design and construct grade control structures in main channel,Stability,High,Null,,682317,5892647,"$150,000.00",$-,Unknown,2014-15,"Landowner: D. Shaws - should try to negotiate one project on his land valued at $40,000",,
WAP_2025_08_00114,,Reach 5,5.19,Unknown,Glendhu Creek WAP 2004,Unknown,Null,Design and construct grade control structures in main channel,Stability,High,3,,682317,5892647,"$150,000.00",$-,Completed,,,,
WAP_2025_08_00115,,Reach 5,5.20,Unknown,Glendhu Creek WAP 2004,Unknown,Null,Fence & revegetate,Fencing & Revegetation,High,3,WCMA,Null,Null,"$47,700.00",$-,Unknown,,,,
WAP_2025_08_00116,,Reach 5,5.2,Unknown,Glendhu Creek WAP 2004,Unknown,Null,Undertake vegetation survey in spring/summer,Survey,Medium,2,,Null,Null,$-,$-,Planning,,,,
WAP_2025_08_00117,,Reach 5,5.3,Unknown,Glendhu Creek WAP 2004,Unknown,Null,Increase soil recharge through steep hill planting,Revegetation,Medium,2,,Null,Null,Cost borne under other programs,$-,Unknown,,,,
WAP_2025_08_00118,,Reach 5,5.4,Unknown,Glendhu Creek WAP 2004,Unknown,Null,Control rabbits before any fencing structural or revegetation works begin,Rabbit Control,High,3,,Null,Null,Cost borne under other programs,$-,Unknown,,,,
WAP_2025_08_00119,,Reach 5,5.5,Unknown,Glendhu Creek WAP 2004,Unknown,Null,"Undertake weed control including targeted attack on Phalaris, Scotch Thistle, Spiny Rush and Briar Rose",Weed Control,Medium,2,,Null,Null,Cost borne under other programs,$-,Unknown,,,,
WAP_2025_08_00120,,Reach 5,5.6,Unknown,Glendhu Creek WAP 2004,Jack Mathews,Null,Rock beaching to protech erodingbank to prevent neck cut-off,Stability,High,3,,685628,5892517,ETE cost $2100 SKM estimate $12000,$-,Defered,,Glendhu,,
WAP_2025_08_00121,,Reach 5,5.6,Unknown,Glendhu Creek WAP 2004,Unknown,Null,Rock beaching to protech erodingbank to prevent neck cut-off,Stability,High,3,,685628,5892517,ETE cost $2100 SKM estimate $12000,$-,Completed,,,,
WAP_2025_08_00122,,Reach 5,5.7,Unknown,Glendhu Creek WAP 2004,Jack Start,Null,Rock breaching to protect eroding bank,Stability,High,3,WCMA,684730,5892851,"$2,800.00",$-,Defered,,,,
WAP_2025_08_00123,,Reach 5,5.8,Unknown,Glendhu Creek WAP 2004,Jack Start,Null,Rock breaching to protect eroding bank,Stability,High,3,WCMA,684467,5892814,"$1,750.00",$-,Defered,,,,
WAP_2025_08_00124,,Reach 5,5.9,Unknown,Glendhu Creek WAP 2004,Jack Start,Null,Rock breaching to protect eroding bank,Stability,High,3,WCMA,683976,5892875,"$2,100.00",$-,Defered,,,,
WAP_2025_08_00125,,Reach 6,6.1,Unknown,Glendhu Creek WAP 2004,Unknown,Null,Fence remnant vegetation,Fencing,Medium,2,WCMA,684531,5890697,$750.00,$-,Planning,,,,
WAP_2025_08_00126,,Reach 6,6.2,Unknown,Glendhu Creek WAP 2004,K. Boatman,Null,Fix minor headcut,Stability,Low,1,,648531,Null,$300.00,$-,Planning,,Liaise with landholder and arrange for fencing and revegetation through partnership program (HWIS),,
WAP_2025_08_00127,,Reach 6,6.2,Unknown,Glendhu Creek WAP 2004,Unknown,Null,Fix minor headcut,Stability,Low,1,,648531,5890650,$300.00,$-,Completed,,,,
WAP_2025_08_00128,,Reach 7,7.1,Unknown,Glendhu Creek WAP 2004,Unknown,Null,Fence & revegetate,Fencing & Revegetation,Medium,,WCMA,683840,5891508,"$2,700.00",$-,Planning,,,,
WAP_2025_08_00129,,Reach 7,7.2,Unknown,Glendhu Creek WAP 2004,Unknown,Null,Control weeds,Weed Control,Medium,,,Null,Null,Cost borne under other programs,$-,Unknown,,,,
WAP_2025_08_00130,,Reach 7,7.3,Unknown,Glendhu Creek WAP 2004,Unknown,Null,Monitor reach for new bed and bank erosion,Monitor,Medium,,,Null,Null,$-,$-,Unknown,,,,
WAP_2025_08_00131,,Reach 7,7.4,Unknown,Glendhu Creek WAP 2004,Unknown,Null,Control rabbits before any fencing structural or revegetation works begin,Rabbit Control,Medium,,,Null,Null,Cost borne under other programs,$-,Unknown,,,,
WAP_2025_08_00132,,Reach 5,5.1? or 5.10,Unknown,Glendhu Creek WAP 2004,Unknown,Null,,Unknown,Null,Null,WCMA,Null,Null,$-,,Completed,,,,
WAP_2025_08_00133,,Catchment Wide,CW1,Unknown,Glendhu Creek WAP 2004,Unknown,Null,Longitudinal and cross section survey from the Wimmera river confluence to the upper catchment,Stability,High,3,,Null,Null,"$14,000.00",$-,Unknown,,,,
WAP_2025_08_00134,,Catchment Wide,CW2,Unknown,Glendhu Creek WAP 2004,Unknown,Null,Sediment transport and streampower modelling,Modelling,High,3,,Null,Null,"$7,000.00",$-,Planning,,,,
WAP_2025_08_00135,,Reach 1,1.1,Unknown,Glenlofty Creek WAP 2002,Phillip Cocking,54662260,Restrict stock access through fencing,Fencing,Low,1,WCMA,699571,5894755,$-,$-,Planning,,,,
WAP_2025_08_00136,,Reach 1,1.2,Unknown,Glenlofty Creek WAP 2002,Dept. Natural Resources and Environment,54610800,Revegetate the riparian zone with overstorey species,Revegetation,Low,1,,699571,5894755,$-,$-,Planning,,,,
WAP_2025_08_00137,,Reach 1,1.3,Unknown,Glenlofty Creek WAP 2002,Dept. Natural Resources and Environment,54610800,"Extend the riparian zone, from the exisiting native forest by revegetation",Revegetation,Low,1,,699571,5894755,$-,$-,Planning,,,,
WAP_2025_08_00138,,Reach 1,1.4,Unknown,Glenlofty Creek WAP 2002,Dept. Natural Resources and Environment,54610800,Monitor the sub reach for sediment inputs from the state forest,Monitor,Low,1,,699571,5894755,$-,$-,Planning,,,,
WAP_2025_08_00139,,Reach 2,2.1,Unknown,Glenlofty Creek WAP 2002,Phillip Cocking,54662260,"Restrict stock access, particulary to pools",Fencing,Low,1,WCMA,699571,894755,$-,$-,Planning,,,,
WAP_2025_08_00140,,Reach 2,2.2,Unknown,Glenlofty Creek WAP 2002,Phillip Cocking,54662260,Provide off stream watering if appropriate,Off Stream Water,Low,1,,699571,894755,$-,$-,Planning,,,,
WAP_2025_08_00141,,Reach 2,2.3,Unknown,Glenlofty Creek WAP 2002,Phillip Cocking,54662260,Revegetate with overstorey species particulary around pools,Revegetation,Low,1,,699571,894755,$-,$-,Planning,,,,
WAP_2025_08_00142,,Reach 3,3.1,Unknown,Glenlofty Creek WAP 2002,Phillip Cocking,54662260,Restrict stock access,Fencing,Low,1,WCMA,698916,5893462,$-,$-,Planning,,,,
WAP_2025_08_00143,,Reach 3,3.2,Unknown,Glenlofty Creek WAP 2002,Phillip Cocking,54662260,Provide off stream watering if appropriate,Off Stream Water,Low,1,,698916,5893462,$-,$-,Planning,,,,
WAP_2025_08_00144,,Reach 3,3.3,Unknown,Glenlofty Creek WAP 2002,Phillip Cocking,54662260,Revegetate with overstorey species,Revegetation,Low,1,,698916,5893462,$-,$-,Planning,,,,
WAP_2025_08_00145,,Reach 3,3.4,Unknown,Glenlofty Creek WAP 2002,Phillip Cocking,54662260,Remove willows and other exotics,Weed Control,Low,1,,698916,5893462,$-,$-,Planning,,,,
WAP_2025_08_00146,,Reach 4,4.1,Unknown,Glenlofty Creek WAP 2002,Phillip Cocking / Ian McNeil Southcorp Wines,54662260 / 53548334,"Restrict stock access, particulary to pools",Fencing,High,3,WCMA,698916,5893462,$-,$-,Planning,,Fencing - refer to Dicko & Grazor,,
WAP_2025_08_00147,,Reach 4,4.2,Unknown,Glenlofty Creek WAP 2002,Phillip Cocking / Ian McNeil Southcorp Wines,54662260 / 53548334,Provide off stream watering if appropriate,Off Stream Water,High,3,,698916,5893462,$-,$-,Planning,,,,
WAP_2025_08_00148,,Reach 4,4.3,Unknown,Glenlofty Creek WAP 2002,Phillip Cocking / Ian McNeil Southcorp Wines,54662260 / 53548334,Revegetate with overstorey species,Revegetation,High,3,,698916,5893462,$-,$-,Planning,,,,
WAP_2025_08_00149,,Reach 5,5.1,Unknown,Glenlofty Creek WAP 2002,Ron Croft / Doug Boatman,53548242 / 53548215,Restrict stock access particulary to pools,Fencing,Medium,2,WCMA,695970,5890163,$-,$-,Planning,,,,
WAP_2025_08_00150,,Reach 5,5.2,Unknown,Glenlofty Creek WAP 2002,Ron Croft / Doug Boatman,53548242 / 53548215,Provide off stream watering if appropriate,Off Stream Water,Medium,2,,695970,5890163,$-,$-,Planning,,,,
WAP_2025_08_00151,,Reach 5,5.3,Unknown,Glenlofty Creek WAP 2002,Ron Croft / Doug Boatman,53548242 / 53548215,Revegetate with overstorey species,Revegetation,Medium,2,,695970,5890163,$-,$-,Planning,,,,
WAP_2025_08_00152,,Reach 5,5.4,Unknown,Glenlofty Creek WAP 2002,Ron Croft / Doug Boatman,53548242 / 53548215,Monitor salinity levels within the reach to determine potential impacts,Monitor,Medium,2,,695970,5890163,$-,$-,Planning,,,,
WAP_2025_08_00153,,Reach 5,5.5,Unknown,Glenlofty Creek WAP 2002,Ron Croft / Doug Boatman,53548242 / 53548215,Remove willows and exotics,Weed Control,Medium,2,,695970,5890163,$-,$-,Planning,,,,
WAP_2025_08_00154,,Reach 6,6.1,Unknown,Glenlofty Creek WAP 2002,Unknown,Null,Stabilise erosion heads,Stability,Medium,2,,694799,5885282,$-,$-,Completed,,,,
WAP_2025_08_00155,,Reach 6,6.2,Unknown,Glenlofty Creek WAP 2002,Ron Croft / Doug Boatman / Steve Fisher,53548242 / 53548215 / 53548204,Restrict stock access,Fencing,Medium,2,WCMA,694799,5885282,$-,$-,Planning,,,,
WAP_2025_08_00156,,Reach 6,6.3,Unknown,Glenlofty Creek WAP 2002,Ron Croft / Doug Boatman / Steve Fisher,53548242 / 53548215 / 53548204,Remove willows and other pest species,Weed Control,Medium,2,,694799,5885282,$-,$-,Completed,,,,
WAP_2025_08_00157,,Reach 6,6.4,Unknown,Glenlofty Creek WAP 2002,Ron Croft / Doug Boatman / Steve Fisher,53548242 / 53548215 / 53548204,Provide off stream watering if appropriate,Off Stream Water,Medium,2,,694799,5885282,$-,$-,Planning,,,,
WAP_2025_08_00158,,Reach 6,6.5,Unknown,Glenlofty Creek WAP 2002,Ron Croft / Doug Boatman / Steve Fisher,53548242 / 53548215 / 53548204,Revegetate with overstorey species,Revegetation,Medium,2,,694799,5885282,$-,$-,Planning,,,,
WAP_2025_08_00159,,Reach 6,6.6,Unknown,Glenlofty Creek WAP 2002,Ron Croft / Doug Boatman / Steve Fisher,53548242 / 53548215 / 53548204,Fence & revegetate,Fencing & Revegetation,Medium,2,WCMA,694799,5885282,$-,$-,Planning,,,,
WAP_2025_08_00160,1883,Reach 6,Reach 6,Unknown,Glenlofty Creek WAP 2002,Steve Fisher,5354 8204,Stabilise erosion heads,Stability,Medium,2,WCMA,694799,5885282,"$42,000.00","$56,800.00",Completed,,Minor follow up works. Repair Chute 2. Refer to 11_07/08,,
WAP_2025_08_00161,,Reach G1,G1,G1,Glenpatrick/Nowhere Creek WAP 2006,Unknown,Null,"In association with installing a regulating structure, fence & revegetate former course with native species.",Fencing & Revegetation,High,3,WCMA,700000,5884103,"$69,000.00",$-,Unknown,,Discontinuous vegetation along natural former watercourse. Modrusan,,
WAP_2025_08_00162,,Reach G1,G1,G1,Glenpatrick/Nowhere Creek WAP 2006,Unknown,Null,Fence and revegetate to provide a healthy corridor from Pyrenees State Park .,Fencing & Revegetation,Medium,2,WCMA,705714,5887237,"$230,000.00",$-,Unknown,,Lack of midstorey vegetation and poor recruitment generally.,,
WAP_2025_08_00163,,Reach G1,G1,G1,Glenpatrick/Nowhere Creek WAP 2006,Unknown,Null,Provide flood warning signs at all road crossings.,Flood Signage,High,3,Refered to Council,Entire Reach,Entire Reach,"$12,000.00",$-,Refer to Other Agency,,Roads flood in major rain events. Refer to Council,,
WAP_2025_08_00164,,Reach G1,G1,G1,Glenpatrick/Nowhere Creek WAP 2006,Danny Modruson,Null,"Consider installing a regulating structure to re-engage original course to improve stream continuity processes, fish passage and platypus habitat.",Stability,High,3,,701431,5884273,"$12,000.00",$-,Designed,,Diversion  redirects flows out of the original watercourse into man made channel that has very few environmental values.  Land tenure issues delaying project.,,
WAP_2025_08_00165,,Reach G1,G1,G1,Glenpatrick/Nowhere Creek WAP 2006,Unknown,Null,Continue the current Platypus monitoring and biological data collection program for a minimum of another 3 years.,Platypus Study,Very High,4,,Entire Reach,Entire Reach,"$69,000.00",$-,Unknown,,A lack of Platypus population and biological data throuout the entire reach.,,
WAP_2025_08_00166,,Reach G1,G1,G1,Glenpatrick/Nowhere Creek WAP 2006,Unknown,Null,Fence to control stock access 1.2 km's downstream of Wilshires/Moores Rd. Provide ongoing monitoring of platypus habitat & populations.,Fencing,High,3,,700630,5883981,"$76,200.00",$-,Unknown,,Significant Platypus populations in high value remnant pools. Refer to Grazor. Property of Kaye/Modrusan - need to check landholder,,
WAP_2025_08_00167,,Reach G1,G1,G1,Glenpatrick/Nowhere Creek WAP 2006,Unknown,Null,Fence to control stock access between Wiltshires Lane/Moores Rd & Keams Lane and Kweams Lane to Nowheer Creek Road. Remove willows. Provide ongoing monitoring of platypus habitat & populations.,Fencing,Medium,2,,701431,5884273,"$203,750.00",$-,Unknown,,Endangered platypus populations in high value remnant pools.,,
WAP_2025_08_00168,,Reach G1,G1,G1,Glenpatrick/Nowhere Creek WAP 2006,Unknown,Null,Establish a series of geomorphic monitoring sites (approx 2) in lower reach of Glenpatrick Creek.,Monitor,Medium,2,,705656,5887167,"$10,000.00",$-,Unknown,,Waterway is in a meta-stable state and a new wave of erosion and instability may initiate in a major event.,,
WAP_2025_08_00169,,Reach G1,G1,G1,Glenpatrick/Nowhere Creek WAP 2006,Unknown,Null,Reduce large woody debris and realign.,Stability,Very High,4,,703816,5884701,"$8,000.00",$-,Completed,,Large woody debris jamb is constricting flow path  and threatening to create an avulsion.,,
WAP_2025_08_00170,,Reach G1,G1,G1,Glenpatrick/Nowhere Creek WAP 2006,Unknown,Null,Provide a dedicated point bar groyne and large woody debris management plan for upper segment of reach.,Stability,Low,1,WCMA,705107,5887156,"$128,000.00",$-,Completed,,Bank erosion in upper segment of reach due to establishment of point bars and position of large woody debris,,
WAP_2025_08_00171,,Reach G1,G1,Unknown,Glenpatrick/Nowhere Creek WAP 2006,Unknown,Null,Implement weed control program and enhance riparian vegetation.,Weed Control,High,3,,705831,5887386,"$86,400.00",$-,Unknown,,Blackberries & gorse are becoming well established.,,
WAP_2025_08_00172,,Reach G1,G1/1/2,G1/1/2,Glenpatrick/Nowhere Creek WAP 2006,Philip Moore,5354 8219,Re-establish diversion banks and undertake maintenence. Fence & revegetate.,Stability,Very High,4,,701294,5885235,"$30,000.00",$-,Completed,,Prior SCA works are in decline and are eroding due to lack of vegetation and impacts from stock.,,
WAP_2025_08_00173,,Reach G1,G1/2,G1/2,Glenpatrick/Nowhere Creek WAP 2006,Unknown,Null,Fence out waterway to control stock access and weeds (mainly gorse).,Fencing,Medium,2,WCMA,701561,5885360,"$17,250.00",$-,Unknown,,Lack of vegetation due to uncontrolled stock access is causing unstable banks.,,
WAP_2025_08_00174,,Reach G1,G1/2,G1/2,Glenpatrick/Nowhere Creek WAP 2006,Unknown,Null,Fence out waterway to control both stock access and weeds.,Fencing,Medium,2,WCMA,703422,5884612,"$23,000.00",$-,Unknown,,Abundance of weeds. Poor riparian vegetation continuity.,,
WAP_2025_08_00175,,Reach G1,G1/2,G1/2,Glenpatrick/Nowhere Creek WAP 2006,Unknown,Null,Coordinate an integrated response with DSE and other support agencies to reduce salinity levels.,Water Quality,High,3,,704446,5884192,$-,$-,Unknown,,Saline discharge area.,,
WAP_2025_08_00176,,Reach G1,G1/2/2,G1/2/2,Glenpatrick/Nowhere Creek WAP 2006,Unknown,Null,Fence out waterway and control weeds in future years.,Fencing,Medium,2,WCMA,702012,5885636,"$11,500.00",$-,Unknown,,Lack of vegetation due to uncontrolled stock access is causing unstable banks.,,
WAP_2025_08_00177,,Reach G1,G1/2/2,G1/2/2,Glenpatrick/Nowhere Creek WAP 2006,Unknown,Null,Fence site to control stock acces. Implement weed control program and revegetate with native species.,Fencing & Revegetation,Medium,2,WCMA,704107,5884323,"$8,625.00",$-,Unknown,,Stock are denuding bed and banks of native vegetation resulting in incision.,,
WAP_2025_08_00178,,Reach G1,G1/3,G1/3,Glenpatrick/Nowhere Creek WAP 2006,Tim Curtis,Null,Undertake stabilisation works to prevent further haedward erosion.,Stability,High,3,,705178,5886484,"$25,000.00",$-,Completed,,Multiple erosion head on the upstream side of culvert.,,
WAP_2025_08_00179,,Reach G1,G1/3/1,G1/3/1,Glenpatrick/Nowhere Creek WAP 2006,Unknown,Null,Provide grade control to contain erosion.,Stability,High,3,Refered to Council,705127,5886511,"$22,000.00",$-,Refer to Other Agency,,Deep eroding channel with incision up to 3.5 m deep. Refer to Coucil - near Curtis site,,
WAP_2025_08_00180,,Reach G2,G2,G2,Glenpatrick/Nowhere Creek WAP 2006,Unknown,Null,"Fence waterway & develop a weed management program in conjunction with DSE & DPI to control Blackberries, Gorse, Tagasaste & Sweet Brior etc.",Fencing & Revegetation,Urgent,5,WCMA,707548,5887310,"$14,400.00",$-,Unknown,,Weeds on Crown land along the entire reach are not being adequately managed.,,
WAP_2025_08_00181,,Reach G2,G2,G2,Glenpatrick/Nowhere Creek WAP 2006,Unknown,Null,Install flood warning signage and flow depth indicators.,Flood Signage,Very High,4,Refered to Council,707159,5887485,"$4,000.00",$-,Defered,,No flood signage is a potential safety issue.,,
WAP_2025_08_00182,,Reach N1,N1,Unknown,Glenpatrick/Nowhere Creek WAP 2006,Unknown,Null,Fence waterway on both sides to control stock access. Revegetate using native species and provide weed control in future years.,Fencing & Revegetation,Medium,2,WCMA,702916,5885700,"$115,000.00",$-,Unknown,,Thin and discontinuous riparian vegetation.,,
WAP_2025_08_00183,,Reach G2,G2,G2,Glenpatrick/Nowhere Creek WAP 2006,Unknown,Null,Install flood warning signage.,Flood Signage,Urgent,5,Refered to Council,708123,5887684,"$4,000.00",$-,Refer to Other Agency,,No flood signage is a potential safety issue.,,
WAP_2025_08_00184,,Reach G2,G2,G2,Glenpatrick/Nowhere Creek WAP 2006,Unknown,Null,Continue the current Platypus monitoring and biological data collection program for a minimum of another 3 years.,Platypus Study,Very High,4,,Entire Reach,Entire Reach,"$87,000.00",$-,Unknown,,A lack of Platypus population and biological data throuout the entire reach.,,
